350,441300,148192,60825,,,positive,441300;148192;60825
351,38904,85668777,3385,,,positive,38904;85668777;3385
352,3476,4091,4369359,,,positive,3476;4091;4369359
353,451668,5329098,,,,positive,451668;5329098
354,28460209,460612,5865,5426,,positive,28460209;460612;5865;5426
355,6918365,5743,219090,4595,,positive,6918365;5743;219090;4595
356,9835049,5481173,4173,,,positive,9835049;5481173;4173
357,3478,4091,4829,4369359,,positive,3478;4091;4829;4369359
358,85668777,148124,,,,positive,85668777;148124
359,148192,60877,392622,464205,,positive,148192;60877;392622;464205
360,3385,6006,,,,positive,3385;6006
361,16231,2732,,,,positive,16231;2732
362,2907,5743,31703,460612,5865,positive,2907;5743;31703;460612;5865
363,24801580,60953,,,,positive,24801580;60953
364,85668777,3385,6006,9887053,,positive,85668777;3385;6006;9887053
365,60877,92727,392662,464205,,positive,60877;92727;392662;464205
366,148124,3001322,,,,positive,148124;3001322
367,65628,387447,24801580,,,positive,65628;387447;24801580
368,28485186,6741,,,,positive,28485186;6741
369,3652,126941,5359476,,,positive,3652;126941;5359476
370,3878,3121,,,,positive,3878;3121
371,10221847,5284616,,,,positive,10221847;5284616
372,3446,3121,,,,positive,3446;3121
373,2554,3446,,,,positive,2554;3446
374,2756,3348,,,,positive,2756;3348
375,3033,54675776,,,,positive,3033;54675776
376,156391,5465776,,,,positive,156391;5465776
377,3339,54454,,,,positive,3339;54454
378,12560,6869,,,,positive,12560;6869
379,5284583,34312,,,,positive,5284583;34312
380,208908,60700,,,,positive,208908;60700
381,5311181,5212,,,,positive,5311181;5212
382,3446,34312,,,,positive,3446;34312
383,5493444,5362129,,,,positive,5493444;5362129
384,5311068,20864,,,,positive,5311068;20864
385,32169,5816,,,,positive,32169;5816
386,3100,3672,,,,positive,3100;3672
387,35370,2733526,,,,positive,35370;2733526
388,33613,4594,,,,positive,33613;4594
389,2794,14052,3767,6323490,,positive,2794;14052;3767;6323490
390,2757,6253,,,,positive,2757;6253
391,126941,5029,,,,positive,126941;5029
392,74989,6178111,,,,positive,74989;6178111
393,2244,2519,4601,,,positive,2244;2519;4601
394,5311054,6433272,1512539,,,positive,5311054;6433272;1512539
395,2123,2767,2907,3385,,positive,2123;2767;2907;3385
396,3016,3345,,,,positive,3016;3345
397,16088021,3488,,,,positive,16088021;3488
398,43672,123630,,,,positive,43672;123630
399,5702105,5578,,,,positive,5702105;5578
400,5755,5320,,,,positive,5755;5320
401,3878,34312,,,,positive,3878;34312
402,2767,219100,,,,positive,2767;219100
403,29029,444795,,,,positive,29029;444795
404,3463,446157,,,,positive,3463;446157
405,65058,3385,,,,positive,65058;3385
406,31703,36314,,,,positive,31703;36314
407,2725,7028,,,,positive,2725;7028
408,2725,5284569,,,,positive,2725;5284569
409,6435415,104838,,,,positive,6435415;104838
410,5280980,36921,,,,positive,5280980;36921
411,3348,7028,,,,positive,3348;7028
412,124087,7028,,,,positive,124087;7028
413,6167,4911,,,,positive,6167;4911
414,387447,216326,,,,positive,387447;216326
415,5284371,7028,5282443,,,positive,5284371;7028;5282443
416,60164,7187,,,,positive,60164;7187
417,5284371,6014,,,,positive,5284371;6014
418,2767,5394,,,,positive,2767;5394
419,5284371,6041,6014,,,positive,5284371;6041;6014
420,2767,5284616,,,,positive,2767;5284616
421,126941,4679,,,,positive,126941;4679
422,208908,3902,,,,positive,208908;3902
423,60825,4463,18283,,,positive,60825;4463;18283
424,38904,148124,3001322,,,positive,38904;148124;3001322
425,7028,5282443,,,,positive,7028;5282443
426,161597,2733526,,,,positive,161597;2733526
427,60750,3001322,,,,positive,60750;3001322
428,2767,31703,3385,,,positive,2767;31703;3385
429,44093,3639,,,,positive,44093;3639
430,2244,5284603,,,,positive,2244;5284603
431,2541,3639,,,,positive,2541;3639
432,2244,2576,,,,positive,2244;2576
433,2244,4064,,,,positive,2244;4064
434,156391,5358,,,,positive,156391;5358
435,2244,2481,2519,,,positive,2244;2481;2519
436,2244,2576,5284371,,,positive,2244;2576;5284371
437,2244,2481,5284371,,,positive,2244;2481;5284371
438,2244,5284543,,,,positive,2244;5284543
439,3639,65999,,,,positive,3639;65999
440,3639,5833,,,,positive,3639;5833
441,3639,60846,,,,positive,3639;60846
442,3639,5546,,,,positive,3639;5546
443,5388962,3333,,,,positive,5388962;3333
444,5484727,62969,,,,positive,5484727;62969
445,2244,4107,,,,positive,2244;4107
446,5281037,3639,,,,positive,5281037;3639
447,5388962,3639,,,,positive,5388962;3639
448,5287969,28479361,,,,positive,5287969;28479361
449,5481173,51081,,,,positive,5481173;51081
450,124093,43672,123630,,,positive,124093;43672;123630
451,37768,124093,,,,positive,37768;124093
452,5742832,124093,,,,positive,5742832;124093
453,2249,2732,,,,positive,2249;2732
454,2519,8223,,,,positive,2519;8223
455,5284569,3672,,,,positive,5284569;3672
456,2818,3386,,,,positive,2818;3386
457,50599,5362440,35370,,,positive,50599;5362440;35370
458,1983,3825,,,,positive,1983;3825
459,37768,5479530,,,,positive,37768;5479530
460,37768,5481173,,,,positive,37768;5481173
461,2160,2712,,,,positive,2160;2712
462,657308,2083,,,,positive,657308;2083
463,5284514,7028,,,,positive,5284514;7028
464,5754,73957,,,,positive,5754;73957
465,1983,16960,7028,,,positive,1983;16960;7028
466,1983,26987,7028,,,positive,1983;26987;7028
467,3957,7028,,,,positive,3957;7028
468,3672,5284603,,,,positive,3672;5284603
469,5284596,441278,,,,positive,5284596;441278
470,5284549,33624,,,,positive,5284549;33624
471,2764,5743,,,,positive,2764;5743
472,2764,5754,,,,positive,2764;5754
473,2405,3639,,,,positive,2405;3639
474,5754,54675779,,,,positive,5754;54675779
475,5754,8378,5702105,,,positive,5754;8378;5702105
476,5311054,5754,8378,11102,,positive,5311054;5754;8378;11102
477,5743,36294,,,,positive,5743;36294
478,5360696,5593,,,,positive,5360696;5593
479,3672,7028,,,,positive,3672;7028
480,179337,3922,,,,positive,179337;3922
481,2767,148124,3385,,,positive,2767;148124;3385
482,3033769,5284627,,,,positive,3033769;5284627
483,14677,4917,,,,positive,14677;4917
484,2162,19649,,,,positive,2162;19649
485,657237,24801580,,,,positive,657237;24801580
486,123631,3001322,,,,positive,123631;3001322
487,5311080,3845,,,,positive,5311080;3845
488,33613,84029,5282136,,,positive,33613;84029;5282136
489,5311068,5311080,,,,positive,5311068;5311080
490,6253,5464467,,,,positive,6253;5464467
491,5311080,3821,,,,positive,5311080;3821
492,5479537,124093,,,,positive,5479537;124093
493,38904,36314,216239,,,positive,38904;36314;216239
494,124093,104838,,,,positive,124093;104838
495,441300,60825,35370,,,positive,441300;60825;35370
496,387447,5743,5426,,,positive,387447;5743;5426
497,441300,60825,,,,positive,441300;60825
498,60825,35370,,,,positive,60825;35370
499,24801580,85668777,,,,positive,24801580;85668777
500,92727,392622,,,,positive,92727;392622
501,60823,159325,,,,positive,60823;159325
502,64139,60877,464025,,,positive,64139;60877;464025
503,3657,18601084,,,,positive,3657;18601084
504,60877,464205,,,,positive,60877;464205
505,5284373,5284616,,,,positive,5284373;5284616
506,3676,5411,,,,positive,3676;5411
507,1983,2244,5284371,,,positive,1983;2244;5284371
508,3676,4906,,,,positive,3676;4906
509,1983,2244,2519,,,positive,1983;2244;2519
510,53232,938,,,,positive,53232;938
511,444025,36294,,,,positive,444025;36294
512,1983,2481,,,,positive,1983;2481
513,3767,5381226,,,,positive,3767;5381226
514,3767,1046,5381226,,,positive,3767;1046;5381226
515,164739,4062,,,,positive,164739;4062
516,3883,156391,,,,positive,3883;156391
517,4091,4829,,,,positive,4091;4829
518,4091,65981,,,,positive,4091;65981
519,938,54454,,,,positive,938;54454
520,456199,1046,,,,positive,456199;1046
521,3973,160355,,,,positive,3973;160355
522,2249,107969,,,,positive,2249;107969
523,2662,148177,,,,positive,2662;148177
524,39186,107969,,,,positive,39186;107969
525,31703,4091,,,,positive,31703;4091
526,456199,1046,5381226,,,positive,456199;1046;5381226
527,2519,3715,4917,,,positive,2519;3715;4917
528,6453494,5743,60700,5978,,positive,6453494;5743;60700;5978
529,36314,3001322,,,,positive,36314;3001322
530,60953,2767,3001322,,,positive,60953;2767;3001322
531,3385,5035,5583,,,positive,3385;5035;5583
532,387447,460612,5865,5426,,positive,387447;460612;5865;5426
533,1983,5284371,,,,positive,1983;5284371
534,447043,667490,,,,positive,447043;667490
535,1983,2519,5284543,,,positive,1983;2519;5284543
536,10184653,85668777,,,,positive,10184653;85668777
537,1983,2481,2519,5284371,,positive,1983;2481;2519;5284371
538,1983,2481,2519,,,positive,1983;2481;2519
539,1983,10100,,,,positive,1983;10100
540,84029,5381226,,,,positive,84029;5381226
541,1983,441278,,,,positive,1983;441278
542,667490,6323490,,,,positive,667490;6323490
543,1983,5284603,,,,positive,1983;5284603
544,667490,5381226,,,,positive,667490;5381226
545,1983,5284543,,,,positive,1983;5284543
546,84029,667490,,,,positive,84029;667490
547,11079,4761,,,,positive,11079;4761
548,3488,4091,,,,positive,3488;4091
549,2244,2519,5284543,,,positive,2244;2519;5284543
550,3478,4091,,,,positive,3478;4091
551,1983,33741,,,,positive,1983;33741
552,3476,77999,,,,positive,3476;77999
553,3476,4829,,,,positive,3476;4829
554,4091,4369359,,,,positive,4091;4369359
555,4091,77999,,,,positive,4091;77999
556,34359,6047,,,,positive,34359;6047
557,3033,441074,,,,positive,3033;441074
558,34359,5281081,6047,,,positive,34359;5281081;6047
559,441074,54678486,,,,positive,441074;54678486
560,2725,3672,7028,,,positive,2725;3672;7028
561,2678,7028,,,,positive,2678;7028
562,5281078,5381226,,,,positive,5281078;5381226
563,5280965,3599,,,,positive,5280965;3599
564,14973055,2767,33776,,,positive,14973055;2767;33776
565,664073,5284596,,,,positive,664073;5284596
566,2767,4913,,,,positive,2767;4913
567,7302,5280637,,,,positive,7302;5280637
568,2022,156391,,,,positive,2022;156391
569,5280965,468595,,,,positive,5280965;468595
570,2022,3825,,,,positive,2022;3825
571,71586773,5291,,,,positive,71586773;5291
572,2764,4911,,,,positive,2764;4911
573,5291,5394,,,,positive,5291;5394
574,3325,4911,,,,positive,3325;4911
575,451668,36314,,,,positive,451668;36314
576,9571107,4911,,,,positive,9571107;4911
577,8378,5702105,,,,positive,8378;5702105
578,2767,9887053,,,,positive,2767;9887053
579,126941,4594,,,,positive,126941;4594
580,156391,7028,,,,positive,156391;7028
581,387447,2767,,,,positive,387447;2767
582,3440,3948,,,,positive,3440;3948
583,6433272,31307,,,,positive,6433272;31307
584,60953,5291,,,,positive,60953;5291
585,3948,3001055,,,,positive,3948;3001055
586,8378,5702105,5755,,,positive,8378;5702105;5755
587,387447,38904,60750,,,positive,387447;38904;60750
588,4594,516892,,,,positive,4594;516892
589,54675779,5702105,,,,positive,54675779;5702105
590,16088021,4829,,,,positive,16088021;4829
591,6041,6014,,,,positive,6041;6014
592,16130140,8378,5702105,,,positive,16130140;8378;5702105
593,3467,5755,,,,positive,3467;5755
594,6215,785,444795,,,positive,6215;785;444795
595,6215,36294,,,,positive,6215;36294
596,3386,4585,,,,positive,3386;4585
597,444036,52152,,,,positive,444036;52152
598,5991,6917715,,,,positive,5991;6917715
599,68873,5991,,,,positive,68873;5991
600,68873,5757,,,,positive,68873;5757
601,150311,54454,,,,positive,150311;54454
602,5991,9270,,,,positive,5991;9270
603,6291,6230,,,,positive,6291;6230
604,5757,6540478,,,,positive,5757;6540478
605,12560,5344,,,,positive,12560;5344
606,5757,13109,,,,positive,5757;13109
607,5816,3676,,,,positive,5816;3676
608,5816,4906,,,,positive,5816;4906
609,2474,5816,,,,positive,2474;5816
610,4091,4829,11243969,,,positive,4091;4829;11243969
611,148192,50599,60877,,,positive,148192;50599;60877
612,16088021,16137271,,,,positive,16088021;16137271
613,3333,3749,,,,positive,3333;3749
