5,0.806963049506665,0.80285947981144,0.804362740628514,0.611474373239333,0.805868154809997
15,0.839297074159051,0.843392824435934,0.840755479773804,0.682226933755865,0.841134908596698
25,0.855255419868562,0.845808223187035,0.849706474142705,0.703948566956645,0.851622311836136
35,0.863190914243384,0.859599423402192,0.860790978128279,0.724325773162018,0.862055187341418
45,0.857132030719609,0.849839598686393,0.852950300639376,0.708446862795787,0.853804790241072
55,0.871860554715391,0.851836082222796,0.861457410994165,0.727648338851624,0.863981223964723
65,0.86766508261447,0.854386530972071,0.860502905598984,0.724253192852967,0.862278952047638
75,0.870734891438822,0.859972162656791,0.865007594524467,0.732735636205473,0.866460453466008
85,0.872824167161511,0.854392732841997,0.863167320811022,0.732062158901125,0.866077391938651
95,0.868813460033161,0.864494636901611,0.866442556381871,0.733842914282218,0.867035718685312
